Intercept,Previous,Current,Species,Stage,Previous:Current,Previous:Species,Current:Species,Previous:Stage,Current:Stage,Species:Stage,Previous:Current:Species,Previous:Current:Stage,Previous:Species:Stage,Current:Species:Stage,Previous:Current:Species:Stage
axo,NA,NA,CG10561,CG10463,NA,NA,NA,NA,NA,CG15553,NA,NA,NA,NA,NA
Axs,NA,NA,CG10570,CG10467,NA,NA,NA,NA,NA,CG15572,NA,NA,NA,NA,NA
Axud1,NA,NA,CG10576,CG10470,NA,NA,NA,NA,NA,CG15579,NA,NA,NA,NA,NA
az2,NA,NA,CG10581,CG10477,NA,NA,NA,NA,NA,CG15611,NA,NA,NA,NA,NA
b,NA,NA,CG10602,CG10479,NA,NA,NA,NA,NA,CG15642,NA,NA,NA,NA,NA
B-H2,NA,NA,CG10621,CG10481,NA,NA,NA,NA,NA,CG15701,NA,NA,NA,NA,NA
bab1,NA,NA,CG10623,CG10486,NA,NA,NA,NA,NA,CG15708,NA,NA,NA,NA,NA
bab2,NA,NA,CG10639,CG10494,NA,NA,NA,NA,NA,CG15728,NA,NA,NA,NA,NA
babo,NA,NA,CG10650,CG10495,NA,NA,NA,NA,NA,CG15742,NA,NA,NA,NA,NA
babos,NA,NA,CG10669,CG10505,NA,NA,NA,NA,NA,CG15754,NA,NA,NA,NA,NA
baf,NA,NA,CG10671,CG10510,NA,NA,NA,NA,NA,CG15765,NA,NA,NA,NA,NA
ball,NA,NA,CG10674,CG10527,NA,NA,NA,NA,NA,CG15784,NA,NA,NA,NA,NA
bam,NA,NA,CG10721,CG10561,NA,NA,NA,NA,NA,CG15818,NA,NA,NA,NA,NA
bap,NA,NA,CG10730,CG10565,NA,NA,NA,NA,NA,CG15865,NA,NA,NA,NA,NA
Bap111,NA,NA,CG10731,CG10570,NA,NA,NA,NA,NA,CG1632,NA,NA,NA,NA,NA
Bap170,NA,NA,CG1074,CG10576,NA,NA,NA,NA,NA,CG1636,NA,NA,NA,NA,NA
Bap55,NA,NA,CG10747,CG10581,NA,NA,NA,NA,NA,CG1637,NA,NA,NA,NA,NA
Bap60,NA,NA,CG10761,CG10584,NA,NA,NA,NA,NA,CG16704,NA,NA,NA,NA,NA
barr,NA,NA,CG10778,CG10623,NA,NA,NA,NA,NA,CG16713,NA,NA,NA,NA,NA
baz,NA,NA,CG10795,CG10628,NA,NA,NA,NA,NA,CG16758,NA,NA,NA,NA,NA
bbc,NA,NA,CG10799,CG10639,NA,NA,NA,NA,NA,CG16771,NA,NA,NA,NA,NA
BBS8,NA,NA,CG10801,CG10650,NA,NA,NA,NA,NA,CG16800,NA,NA,NA,NA,NA
bc10,NA,NA,CG10814,CG10671,NA,NA,NA,NA,NA,CG1688,NA,NA,NA,NA,NA
BCAS2,NA,NA,CG10866,CG10680,NA,NA,NA,NA,NA,CG1690,NA,NA,NA,NA,NA
bcd,NA,NA,CG10874,CG10700,NA,NA,NA,NA,NA,CG16926,NA,NA,NA,NA,NA
BCL7-like,NA,NA,CG10904,CG10702,NA,NA,NA,NA,NA,CG16947,NA,NA,NA,NA,NA
bdg,NA,NA,CG10912,CG10734,NA,NA,NA,NA,NA,CG16984,NA,NA,NA,NA,NA
bdl,NA,NA,CG10916,CG1074,NA,NA,NA,NA,NA,CG16986,NA,NA,NA,NA,NA
be,NA,NA,CG10924,CG10750,NA,NA,NA,NA,NA,CG17124,NA,NA,NA,NA,NA
BEAF-32,NA,NA,CG10932,CG1077,NA,NA,NA,NA,NA,CG17129,NA,NA,NA,NA,NA
beat-Ia,NA,NA,CG10933,CG10799,NA,NA,NA,NA,NA,CG17147,NA,NA,NA,NA,NA
beat-IIa,NA,NA,CG10939,CG10801,NA,NA,NA,NA,NA,CG17264,NA,NA,NA,NA,NA
Bem46,NA,NA,CG10958,CG10802,NA,NA,NA,NA,NA,CG17283,NA,NA,NA,NA,NA
ben,NA,NA,CG10962,CG10814,NA,NA,NA,NA,NA,CG17322,NA,NA,NA,NA,NA
Best2,NA,NA,CG10970,CG10822,NA,NA,NA,NA,NA,CG17323,NA,NA,NA,NA,NA
Bet1,NA,NA,CG11029,CG10834,NA,NA,NA,NA,NA,CG17324,NA,NA,NA,NA,NA
Bet5,NA,NA,CG11035,CG10839,NA,NA,NA,NA,NA,CG17328,NA,NA,NA,NA,NA
beta-Man,NA,NA,CG1105,CG10862,NA,NA,NA,NA,NA,CG17544,NA,NA,NA,NA,NA
beta-Spec,NA,NA,CG11052,CG10866,NA,NA,NA,NA,NA,CG17648,NA,NA,NA,NA,NA
beta'COP,NA,NA,CG11070,CG10869,NA,NA,NA,NA,NA,CG17650,NA,NA,NA,NA,NA
beta4GalNAcTB,NA,NA,CG11085,CG10880,NA,NA,NA,NA,NA,CG17707,NA,NA,NA,NA,NA
beta4GalT7,NA,NA,CG11095,CG10903,NA,NA,NA,NA,NA,CG17744,NA,NA,NA,NA,NA
betaggt-I,NA,NA,CG11110,CG10911,NA,NA,NA,NA,NA,CG17770,NA,NA,NA,NA,NA
betaggt-II,NA,NA,CG11122,CG10912,NA,NA,NA,NA,NA,CG17803,NA,NA,NA,NA,NA
betaNACtes6,NA,NA,CG11127,CG10914,NA,NA,NA,NA,NA,CG17816,NA,NA,NA,NA,NA
betaTub56D,NA,NA,CG11134,CG10916,NA,NA,NA,NA,NA,CG17834,NA,NA,NA,NA,NA
BG642312,NA,NA,CG11147,CG10919,NA,NA,NA,NA,NA,CG17855,NA,NA,NA,NA,NA
Bgb,NA,NA,CG11151,CG1092,NA,NA,NA,NA,NA,CG17919,NA,NA,NA,NA,NA
bgm,NA,NA,CG11155,CG10920,NA,NA,NA,NA,NA,CG17996,NA,NA,NA,NA,NA
BHD,NA,NA,CG11158,CG10924,NA,NA,NA,NA,NA,CG18004,NA,NA,NA,NA,NA
bib,NA,NA,CG1116,CG10927,NA,NA,NA,NA,NA,CG18067,NA,NA,NA,NA,NA
bic,NA,NA,CG11191,CG10931,NA,NA,NA,NA,NA,CG18088,NA,NA,NA,NA,NA
BicC,NA,NA,CG11208,CG10932,NA,NA,NA,NA,NA,CG18094,NA,NA,NA,NA,NA
BicD,NA,NA,CG11210,CG10933,NA,NA,NA,NA,NA,CG18095,NA,NA,NA,NA,NA
bif,NA,NA,CG11221,CG10934,NA,NA,NA,NA,NA,CG18135,NA,NA,NA,NA,NA
bigmax,NA,NA,CG1124,CG10936,NA,NA,NA,NA,NA,CG18170,NA,NA,NA,NA,NA
bin3,NA,NA,CG11257,CG10939,NA,NA,NA,NA,NA,CG18301,NA,NA,NA,NA,NA
Bka,NA,NA,CG1126,CG10950,NA,NA,NA,NA,NA,CG18302,NA,NA,NA,NA,NA
Blos1,NA,NA,CG11275,CG10958,NA,NA,NA,NA,NA,CG18335,NA,NA,NA,NA,NA
Blos3,NA,NA,CG1129,CG10959,NA,NA,NA,NA,NA,CG18472,NA,NA,NA,NA,NA
blw,NA,NA,CG11317,CG10962,NA,NA,NA,NA,NA,CG18600,NA,NA,NA,NA,NA
bnk,NA,NA,CG11318,CG10970,NA,NA,NA,NA,NA,CG18606,NA,NA,NA,NA,NA
boca,NA,NA,CG11340,CG11007,NA,NA,NA,NA,NA,CG18673,NA,NA,NA,NA,NA
BOD1,NA,NA,CG11353,CG11018,NA,NA,NA,NA,NA,CG1890,NA,NA,NA,NA,NA
boi,NA,NA,CG1136,CG11030,NA,NA,NA,NA,NA,CG1902,NA,NA,NA,NA,NA
boil,NA,NA,CG1137,CG11035,NA,NA,NA,NA,NA,CG1924,NA,NA,NA,NA,NA
bonsai,NA,NA,CG11378,CG1105,NA,NA,NA,NA,NA,CG1941,NA,NA,NA,NA,NA
bor,NA,NA,CG11382,CG11050,NA,NA,NA,NA,NA,CG1946,NA,NA,NA,NA,NA
bora,NA,NA,CG1139,CG11060,NA,NA,NA,NA,NA,CG1969,NA,NA,NA,NA,NA
borr,NA,NA,CG11406,CG11068,NA,NA,NA,NA,NA,CG2003,NA,NA,NA,NA,NA
botv,NA,NA,CG1143,CG11076,NA,NA,NA,NA,NA,CG2010,NA,NA,NA,NA,NA
bou,NA,NA,CG11470,CG11077,NA,NA,NA,NA,NA,CG2017,NA,NA,NA,NA,NA
bowl,NA,NA,CG11474,CG11085,NA,NA,NA,NA,NA,CG2100,NA,NA,NA,NA,NA
Br140,NA,NA,CG11498,CG11095,NA,NA,NA,NA,NA,CG2145,NA,NA,NA,NA,NA
brat,NA,NA,CG11550,CG11099,NA,NA,NA,NA,NA,CG2157,NA,NA,NA,NA,NA
Brd8,NA,NA,CG11555,CG11106,NA,NA,NA,NA,NA,CG2254,NA,NA,NA,NA,NA
Bre1,NA,NA,CG11594,CG11137,NA,NA,NA,NA,NA,CG2292,NA,NA,NA,NA,NA
Brf,NA,NA,CG1161,CG11145,NA,NA,NA,NA,NA,CG2321,NA,NA,NA,NA,NA
brk,NA,NA,CG11619,CG11147,NA,NA,NA,NA,NA,CG2540,NA,NA,NA,NA,NA
Brms1,NA,NA,CG11630,CG11151,NA,NA,NA,NA,NA,CG2641,NA,NA,NA,NA,NA
brn,NA,NA,CG11655,CG11158,NA,NA,NA,NA,NA,CG2663,NA,NA,NA,NA,NA
Bruce,NA,NA,CG11665,CG11164,NA,NA,NA,NA,NA,CG2698,NA,NA,NA,NA,NA
brv1,NA,NA,CG11699,CG11168,NA,NA,NA,NA,NA,CG2736,NA,NA,NA,NA,NA
bs,NA,NA,CG11739,CG11180,NA,NA,NA,NA,NA,CG2772,NA,NA,NA,NA,NA
bsf,NA,NA,CG11752,CG11190,NA,NA,NA,NA,NA,CG2816,NA,NA,NA,NA,NA
Bsg,NA,NA,CG11777,CG11200,NA,NA,NA,NA,NA,CG2887,NA,NA,NA,NA,NA
Bsg25D,NA,NA,CG11781,CG11208,NA,NA,NA,NA,NA,CG2901,NA,NA,NA,NA,NA
bsk,NA,NA,CG11791,CG11210,NA,NA,NA,NA,NA,CG2909,NA,NA,NA,NA,NA
BTBD9,NA,NA,CG11825,CG11211,NA,NA,NA,NA,NA,CG2941,NA,NA,NA,NA,NA
BtbVII,NA,NA,CG11837,CG11221,NA,NA,NA,NA,NA,CG2972,NA,NA,NA,NA,NA
Btk29A,NA,NA,CG11841,CG11236,NA,NA,NA,NA,NA,CG2983,NA,NA,NA,NA,NA
Btnd,NA,NA,CG11852,CG1124,NA,NA,NA,NA,NA,CG2990,NA,NA,NA,NA,NA
btv,NA,NA,CG11854,CG11241,NA,NA,NA,NA,NA,CG30002,NA,NA,NA,NA,NA
btz,NA,NA,CG11857,CG11257,NA,NA,NA,NA,NA,CG30010,NA,NA,NA,NA,NA
Bub1,NA,NA,CG11858,CG11269,NA,NA,NA,NA,NA,CG30015,NA,NA,NA,NA,NA
Bub3,NA,NA,CG11876,CG11275,NA,NA,NA,NA,NA,CG30065,NA,NA,NA,NA,NA
BubR1,NA,NA,CG11882,CG11284,NA,NA,NA,NA,NA,CG30069,NA,NA,NA,NA,NA
Buffy,NA,NA,CG11885,CG11286,NA,NA,NA,NA,NA,CG3008,NA,NA,NA,NA,NA
bug,NA,NA,CG11898,CG1129,NA,NA,NA,NA,NA,CG30109,NA,NA,NA,NA,NA
Bug22,NA,NA,CG11906,CG11294,NA,NA,NA,NA,NA,CG30110,NA,NA,NA,NA,NA
BuGZ,NA,NA,CG11912,CG11298,NA,NA,NA,NA,NA,CG30116,NA,NA,NA,NA,NA
bwa,NA,NA,CG11927,CG11318,NA,NA,NA,NA,NA,CG30148,NA,NA,NA,NA,NA
Bx42,NA,NA,CG11999,CG11321,NA,NA,NA,NA,NA,CG30154,NA,NA,NA,NA,NA
bys,NA,NA,CG12003,CG11327,NA,NA,NA,NA,NA,CG30157,NA,NA,NA,NA,NA
c-cup,NA,NA,CG12006,CG11333,NA,NA,NA,NA,NA,CG30259,NA,NA,NA,NA,NA
c11.1,NA,NA,CG12007,CG11334,NA,NA,NA,NA,NA,CG30265,NA,NA,NA,NA,NA
c12.1,NA,NA,CG12010,CG11342,NA,NA,NA,NA,NA,CG30283,NA,NA,NA,NA,NA
C15,NA,NA,CG12012,CG11345,NA,NA,NA,NA,NA,CG30284,NA,NA,NA,NA,NA
C1GalTA,NA,NA,CG12014,CG11349,NA,NA,NA,NA,NA,CG30356,NA,NA,NA,NA,NA
C3G,NA,NA,CG12020,CG11369,NA,NA,NA,NA,NA,CG30379,NA,NA,NA,NA,NA
C901,NA,NA,CG12025,CG11373,NA,NA,NA,NA,NA,CG30394,NA,NA,NA,NA,NA
ca,NA,NA,CG12038,CG11377,NA,NA,NA,NA,NA,CG30398,NA,NA,NA,NA,NA
Ca-alpha1D,NA,NA,CG12065,CG11379,NA,NA,NA,NA,NA,CG30424,NA,NA,NA,NA,NA
Ca-alpha1T,NA,NA,CG12071,CG1138,NA,NA,NA,NA,NA,CG30427,NA,NA,NA,NA,NA
Ca-beta,NA,NA,CG12081,CG11381,NA,NA,NA,NA,NA,CG30431,NA,NA,NA,NA,NA
CaBP1,NA,NA,CG12084,CG11382,NA,NA,NA,NA,NA,CG30456,NA,NA,NA,NA,NA
cact,NA,NA,CG12091,CG1139,NA,NA,NA,NA,NA,CG30484,NA,NA,NA,NA,NA
Cad96Cb,NA,NA,CG12093,CG11391,NA,NA,NA,NA,NA,CG30485,NA,NA,NA,NA,NA
Cad99C,NA,NA,CG12099,CG11400,NA,NA,NA,NA,NA,CG3071,NA,NA,NA,NA,NA
CadN2,NA,NA,CG12104,CG11403,NA,NA,NA,NA,NA,CG3085,NA,NA,NA,NA,NA
Cadps,NA,NA,CG12107,CG11409,NA,NA,NA,NA,NA,CG31019,NA,NA,NA,NA,NA
Caf1-180,NA,NA,CG12112,CG11413,NA,NA,NA,NA,NA,CG31075,NA,NA,NA,NA,NA
cag,NA,NA,CG12116,CG11417,NA,NA,NA,NA,NA,CG31077,NA,NA,NA,NA,NA
CAH1,NA,NA,CG12163,CG1142,NA,NA,NA,NA,NA,CG31093,NA,NA,NA,NA,NA
caix,NA,NA,CG12170,CG1143,NA,NA,NA,NA,NA,CG31102,NA,NA,NA,NA,NA
cal1,NA,NA,CG12173,CG11453,NA,NA,NA,NA,NA,CG31191,NA,NA,NA,NA,NA
CalpA,NA,NA,CG12177,CG11459,NA,NA,NA,NA,NA,CG31287,NA,NA,NA,NA,NA
CalpC,NA,NA,CG12194,CG11474,NA,NA,NA,NA,NA,CG31370,NA,NA,NA,NA,NA
Calx,NA,NA,CG12206,CG11498,NA,NA,NA,NA,NA,CG31523,NA,NA,NA,NA,NA
Cam,NA,NA,CG12209,CG11539,NA,NA,NA,NA,NA,CG31547,NA,NA,NA,NA,NA
Camta,NA,NA,CG12239,CG11550,NA,NA,NA,NA,NA,CG31606,NA,NA,NA,NA,NA
cana,NA,NA,CG1227,CG11555,NA,NA,NA,NA,NA,CG3164,NA,NA,NA,NA,NA
CanA-14F,NA,NA,CG12333,CG11563,NA,NA,NA,NA,NA,CG31643,NA,NA,NA,NA,NA
CanA1,NA,NA,CG12338,CG11583,NA,NA,NA,NA,NA,CG31664,NA,NA,NA,NA,NA
CanB,NA,NA,CG12341,CG11594,NA,NA,NA,NA,NA,CG31698,NA,NA,NA,NA,NA
Cand1,NA,NA,CG12343,CG11596,NA,NA,NA,NA,NA,CG31705,NA,NA,NA,NA,NA
Cap-D2,NA,NA,CG12344,CG1161,NA,NA,NA,NA,NA,CG31740,NA,NA,NA,NA,NA
Cap-D3,NA,NA,CG1236,CG11617,NA,NA,NA,NA,NA,CG31751,NA,NA,NA,NA,NA
Cap-G,NA,NA,CG12375,CG11619,NA,NA,NA,NA,NA,CG31778,NA,NA,NA,NA,NA
Capa,NA,NA,CG12376,CG11629,NA,NA,NA,NA,NA,CG31789,NA,NA,NA,NA,NA
Caper,NA,NA,CG12384,CG11634,NA,NA,NA,NA,NA,CG31803,NA,NA,NA,NA,NA
Capr,NA,NA,CG12393,CG11635,NA,NA,NA,NA,NA,CG31909,NA,NA,NA,NA,NA
capt,NA,NA,CG12413,CG11655,NA,NA,NA,NA,NA,CG31922,NA,NA,NA,NA,NA
capu,NA,NA,CG1246,CG11674,NA,NA,NA,NA,NA,CG31948,NA,NA,NA,NA,NA
casp,NA,NA,CG12484,CG11699,NA,NA,NA,NA,NA,CG31954,NA,NA,NA,NA,NA
Cat,NA,NA,CG12512,CG11752,NA,NA,NA,NA,NA,CG32017,NA,NA,NA,NA,NA
cathD,NA,NA,CG12560,CG11788,NA,NA,NA,NA,NA,CG32204,NA,NA,NA,NA,NA
cato,NA,NA,CG12576,CG11796,NA,NA,NA,NA,NA,CG32228,NA,NA,NA,NA,NA
Catsup,NA,NA,CG12643,CG11815,NA,NA,NA,NA,NA,CG32246,NA,NA,NA,NA,NA
caz,NA,NA,CG1265,CG11816,NA,NA,NA,NA,NA,CG32264,NA,NA,NA,NA,NA
Cbp53E,NA,NA,CG12688,CG11825,NA,NA,NA,NA,NA,CG32267,NA,NA,NA,NA,NA
cbs,NA,NA,CG12698,CG11836,NA,NA,NA,NA,NA,CG32301,NA,NA,NA,NA,NA
cbt,NA,NA,CG1271,CG11837,NA,NA,NA,NA,NA,CG32392,NA,NA,NA,NA,NA
CCAP-R,NA,NA,CG12730,CG11841,NA,NA,NA,NA,NA,CG32448,NA,NA,NA,NA,NA
CCDC53,NA,NA,CG12746,CG11843,NA,NA,NA,NA,NA,CG32533,NA,NA,NA,NA,NA
CCHa2-R,NA,NA,CG1275,CG11851,NA,NA,NA,NA,NA,CG32590,NA,NA,NA,NA,NA
Ccp84Ad,NA,NA,CG12766,CG11852,NA,NA,NA,NA,NA,CG32638,NA,NA,NA,NA,NA
Ccp84Ae,NA,NA,CG12772,CG11854,NA,NA,NA,NA,NA,CG3264,NA,NA,NA,NA,NA
Ccp84Af,NA,NA,CG12822,CG11858,NA,NA,NA,NA,NA,CG32647,NA,NA,NA,NA,NA
Ccs,NA,NA,CG12824,CG11865,NA,NA,NA,NA,NA,CG32686,NA,NA,NA,NA,NA
Cct1,NA,NA,CG12826,CG11876,NA,NA,NA,NA,NA,CG32687,NA,NA,NA,NA,NA
Cct2,NA,NA,CG12848,CG11880,NA,NA,NA,NA,NA,CG32700,NA,NA,NA,NA,NA
Cctgamma,NA,NA,CG12849,CG11882,NA,NA,NA,NA,NA,CG32758,NA,NA,NA,NA,NA
Ccz1,NA,NA,CG12862,CG11883,NA,NA,NA,NA,NA,CG3277,NA,NA,NA,NA,NA
CD98hc,NA,NA,CG12869,CG11889,NA,NA,NA,NA,NA,CG32801,NA,NA,NA,NA,NA
Cda4,NA,NA,CG12895,CG11898,NA,NA,NA,NA,NA,CG32815,NA,NA,NA,NA,NA
Cda5,NA,NA,CG12909,CG11906,NA,NA,NA,NA,NA,CG32834,NA,NA,NA,NA,NA
Cda9,NA,NA,CG1291,CG11912,NA,NA,NA,NA,NA,CG3292,NA,NA,NA,NA,NA
CDase,NA,NA,CG12910,CG11920,NA,NA,NA,NA,NA,CG3308,NA,NA,NA,NA,NA
cdc14,NA,NA,CG12913,CG11929,NA,NA,NA,NA,NA,CG33128,NA,NA,NA,NA,NA
Cdc27,NA,NA,CG12926,CG11980,NA,NA,NA,NA,NA,CG33177,NA,NA,NA,NA,NA
Cdc2rk,NA,NA,CG12935,CG12004,NA,NA,NA,NA,NA,CG33278,NA,NA,NA,NA,NA
Cdc37,NA,NA,CG12963,CG12007,NA,NA,NA,NA,NA,CG3328,NA,NA,NA,NA,NA
CDC45L,NA,NA,CG12970,CG12009,NA,NA,NA,NA,NA,CG33333,NA,NA,NA,NA,NA
Cdc5,NA,NA,CG12974,CG12012,NA,NA,NA,NA,NA,CG33476,NA,NA,NA,NA,NA
CdGAPr,NA,NA,CG1299,CG12014,NA,NA,NA,NA,NA,CG33506,NA,NA,NA,NA,NA
cDIP,NA,NA,CG12990,CG12018,NA,NA,NA,NA,NA,CG33514,NA,NA,NA,NA,NA
Cdk1,NA,NA,CG12991,CG12020,NA,NA,NA,NA,NA,CG33632,NA,NA,NA,NA,NA
CDK2AP1,NA,NA,CG12992,CG12035,NA,NA,NA,NA,NA,CG33704,NA,NA,NA,NA,NA
Cdk4,NA,NA,CG13004,CG12038,NA,NA,NA,NA,NA,CG33995,NA,NA,NA,NA,NA
Cdk5,NA,NA,CG13008,CG12069,NA,NA,NA,NA,NA,CG34011,NA,NA,NA,NA,NA
Cdk5alpha,NA,NA,CG13010,CG12078,NA,NA,NA,NA,NA,CG34021,NA,NA,NA,NA,NA
Cdk7,NA,NA,CG13016,CG1208,NA,NA,NA,NA,NA,CG34029,NA,NA,NA,NA,NA
Cdk9,NA,NA,CG13021,CG12081,NA,NA,NA,NA,NA,CG34041,NA,NA,NA,NA,NA
Cdlc2,NA,NA,CG13085,CG12091,NA,NA,NA,NA,NA,CG34043,NA,NA,NA,NA,NA
cdm,NA,NA,CG13088,CG12099,NA,NA,NA,NA,NA,CG34056,NA,NA,NA,NA,NA
CecB,NA,NA,CG1309,CG12105,NA,NA,NA,NA,NA,CG34112,NA,NA,NA,NA,NA
ced-6,NA,NA,CG13101,CG12107,NA,NA,NA,NA,NA,CG34116,NA,NA,NA,NA,NA
CenG1A,NA,NA,CG13102,CG12111,NA,NA,NA,NA,NA,CG34124,NA,NA,NA,NA,NA
cep290,NA,NA,CG13108,CG12123,NA,NA,NA,NA,NA,CG34199,NA,NA,NA,NA,NA
Cep89,NA,NA,CG13116,CG12126,NA,NA,NA,NA,NA,CG34202,NA,NA,NA,NA,NA
Cep97,NA,NA,CG13117,CG12128,NA,NA,NA,NA,NA,CG34216,NA,NA,NA,NA,NA
cer,NA,NA,CG13131,CG12134,NA,NA,NA,NA,NA,CG34269,NA,NA,NA,NA,NA
Cerk,NA,NA,CG1315,CG12163,NA,NA,NA,NA,NA,CG34337,NA,NA,NA,NA,NA
Cf2,NA,NA,CG13157,CG12164,NA,NA,NA,NA,NA,CG34348,NA,NA,NA,NA,NA
Cfp1,NA,NA,CG1316,CG12173,NA,NA,NA,NA,NA,CG34417,NA,NA,NA,NA,NA
cg,NA,NA,CG1317,CG12177,NA,NA,NA,NA,NA,CG34453,NA,NA,NA,NA,NA
CG10011,NA,NA,CG13177,CG1218,NA,NA,NA,NA,NA,CG34457,NA,NA,NA,NA,NA
CG10019,NA,NA,CG13192,CG12206,NA,NA,NA,NA,NA,CG3513,NA,NA,NA,NA,NA
CG10026,NA,NA,CG13196,CG12209,NA,NA,NA,NA,NA,CG3527,NA,NA,NA,NA,NA
CG10029,NA,NA,CG13204,CG12236,NA,NA,NA,NA,NA,CG3544,NA,NA,NA,NA,NA
CG10031,NA,NA,CG13220,CG1227,NA,NA,NA,NA,NA,CG3568,NA,NA,NA,NA,NA
CG10050,NA,NA,CG13229,CG12288,NA,NA,NA,NA,NA,CG3570,NA,NA,NA,NA,NA
CG10051,NA,NA,CG13248,CG12307,NA,NA,NA,NA,NA,CG3589,NA,NA,NA,NA,NA
CG10053,NA,NA,CG13252,CG12309,NA,NA,NA,NA,NA,CG3594,NA,NA,NA,NA,NA
CG10055,NA,NA,CG13258,CG12325,NA,NA,NA,NA,NA,CG3604,NA,NA,NA,NA,NA
CG10062,NA,NA,CG13280,CG1234,NA,NA,NA,NA,NA,CG3649,NA,NA,NA,NA,NA
CG10063,NA,NA,CG13283,CG12341,NA,NA,NA,NA,NA,CG3652,NA,NA,NA,NA,NA
CG10068,NA,NA,CG13284,CG12344,NA,NA,NA,NA,NA,CG3663,NA,NA,NA,NA,NA
CG10073,NA,NA,CG13295,CG12347,NA,NA,NA,NA,NA,CG3703,NA,NA,NA,NA,NA
CG10075,NA,NA,CG13298,CG1236,NA,NA,NA,NA,NA,CG3714,NA,NA,NA,NA,NA
CG10077,NA,NA,CG13319,CG12374,NA,NA,NA,NA,NA,CG3776,NA,NA,NA,NA,NA
CG10082,NA,NA,CG13321,CG12375,NA,NA,NA,NA,NA,CG3788,NA,NA,NA,NA,NA
CG10086,NA,NA,CG13323,CG12376,NA,NA,NA,NA,NA,CG3841,NA,NA,NA,NA,NA
CG10098,NA,NA,CG13330,CG12384,NA,NA,NA,NA,NA,CG3857,NA,NA,NA,NA,NA
CG10103,NA,NA,CG13334,CG1239,NA,NA,NA,NA,NA,CG3880,NA,NA,NA,NA,NA
CG10104,NA,NA,CG13359,CG12395,NA,NA,NA,NA,NA,CG3961,NA,NA,NA,NA,NA
CG10131,NA,NA,CG13362,CG12398,NA,NA,NA,NA,NA,CG4009,NA,NA,NA,NA,NA
CG10132,NA,NA,CG13365,CG12413,NA,NA,NA,NA,NA,CG40485,NA,NA,NA,NA,NA
CG10137,NA,NA,CG13367,CG12426,NA,NA,NA,NA,NA,CG4078,NA,NA,NA,NA,NA
CG10139,NA,NA,CG13369,CG12438,NA,NA,NA,NA,NA,CG40813,NA,NA,NA,NA,NA
CG10147,NA,NA,CG13384,CG12439,NA,NA,NA,NA,NA,CG4096,NA,NA,NA,NA,NA
CG10165,NA,NA,CG13386,CG12448,NA,NA,NA,NA,NA,CG4168,NA,NA,NA,NA,NA
CG10166,NA,NA,CG13390,CG12464,NA,NA,NA,NA,NA,CG4186,NA,NA,NA,NA,NA
CG10188,NA,NA,CG13392,CG12470,NA,NA,NA,NA,NA,CG4194,NA,NA,NA,NA,NA
CG10189,NA,NA,CG13398,CG12477,NA,NA,NA,NA,NA,CG4218,NA,NA,NA,NA,NA
CG10194,NA,NA,CG13403,CG12479,NA,NA,NA,NA,NA,CG42233,NA,NA,NA,NA,NA
CG10195,NA,NA,CG13426,CG12481,NA,NA,NA,NA,NA,CG42272,NA,NA,NA,NA,NA
CG10202,NA,NA,CG13427,CG12493,NA,NA,NA,NA,NA,CG42306,NA,NA,NA,NA,NA
CG10205,NA,NA,CG13437,CG12496,NA,NA,NA,NA,NA,CG42313,NA,NA,NA,NA,NA
CG10209,NA,NA,CG13501,CG12498,NA,NA,NA,NA,NA,CG42321,NA,NA,NA,NA,NA
CG10211,NA,NA,CG13506,CG12502,NA,NA,NA,NA,NA,CG42324,NA,NA,NA,NA,NA
CG10226,NA,NA,CG13510,CG12511,NA,NA,NA,NA,NA,CG42369,NA,NA,NA,NA,NA
CG10237,NA,NA,CG13511,CG12516,NA,NA,NA,NA,NA,CG42381,NA,NA,NA,NA,NA
CG1024,NA,NA,CG13516,CG12535,NA,NA,NA,NA,NA,CG42488,NA,NA,NA,NA,NA
CG10262,NA,NA,CG13532,CG12539,NA,NA,NA,NA,NA,CG42496,NA,NA,NA,NA,NA
CG10268,NA,NA,CG1354,CG12560,NA,NA,NA,NA,NA,CG42534,NA,NA,NA,NA,NA
CG10274,NA,NA,CG13551,CG12576,NA,NA,NA,NA,NA,CG42564,NA,NA,NA,NA,NA
CG10283,NA,NA,CG13562,CG12590,NA,NA,NA,NA,NA,CG42613,NA,NA,NA,NA,NA
CG10286,NA,NA,CG13563,CG12607,NA,NA,NA,NA,NA,CG42634,NA,NA,NA,NA,NA
CG10289,NA,NA,CG13566,CG12620,NA,NA,NA,NA,NA,CG4267,NA,NA,NA,NA,NA
CG10306,NA,NA,CG1358,CG12637,NA,NA,NA,NA,NA,CG42674,NA,NA,NA,NA,NA
CG10311,NA,NA,CG13585,CG12643,NA,NA,NA,NA,NA,CG42697,NA,NA,NA,NA,NA
CG10317,NA,NA,CG13594,CG12661,NA,NA,NA,NA,NA,CG42792,NA,NA,NA,NA,NA
CG10321,NA,NA,CG1360,CG12674,NA,NA,NA,NA,NA,CG42823,NA,NA,NA,NA,NA
CG10333,NA,NA,CG13650,CG12682,NA,NA,NA,NA,NA,CG42834,NA,NA,NA,NA,NA
CG10337,NA,NA,CG13663,CG12684,NA,NA,NA,NA,NA,CG42855,NA,NA,NA,NA,NA
CG10338,NA,NA,CG13692,CG12692,NA,NA,NA,NA,NA,CG4301,NA,NA,NA,NA,NA
