Intercept,Previous,Current,Species,Stage,Previous:Current,Previous:Species,Current:Species,Previous:Stage,Current:Stage,Species:Stage,Previous:Current:Species,Previous:Current:Stage,Previous:Species:Stage,Current:Species:Stage,Previous:Current:Species:Stage
Ccp84Ae,NA,NA,CG11752,CG13748,NA,NA,NA,NA,NA,CG3062,NA,NA,NA,NA,NA
Ccp84Af,NA,NA,CG11781,CG13771,NA,NA,NA,NA,NA,CG3071,NA,NA,NA,NA,NA
Ccp84Ag,NA,NA,CG11790,CG13786,NA,NA,NA,NA,NA,CG31075,NA,NA,NA,NA,NA
Ccs,NA,NA,CG11839,CG13793,NA,NA,NA,NA,NA,CG31077,NA,NA,NA,NA,NA
Cctgamma,NA,NA,CG11851,CG13869,NA,NA,NA,NA,NA,CG31226,NA,NA,NA,NA,NA
CD98hc,NA,NA,CG11852,CG1387,NA,NA,NA,NA,NA,CG31262,NA,NA,NA,NA,NA
Cda9,NA,NA,CG11857,CG13884,NA,NA,NA,NA,NA,CG31275,NA,NA,NA,NA,NA
cdc14,NA,NA,CG11885,CG13887,NA,NA,NA,NA,NA,CG31360,NA,NA,NA,NA,NA
Cdc2rk,NA,NA,CG11892,CG13891,NA,NA,NA,NA,NA,CG31370,NA,NA,NA,NA,NA
Cdc37,NA,NA,CG11911,CG13898,NA,NA,NA,NA,NA,CG3149,NA,NA,NA,NA,NA
cDIP,NA,NA,CG11912,CG13926,NA,NA,NA,NA,NA,CG31549,NA,NA,NA,NA,NA
Cdk5,NA,NA,CG11961,CG13962,NA,NA,NA,NA,NA,CG31664,NA,NA,NA,NA,NA
Cdlc2,NA,NA,CG12006,CG13989,NA,NA,NA,NA,NA,CG31709,NA,NA,NA,NA,NA
cdm,NA,NA,CG12007,CG13991,NA,NA,NA,NA,NA,CG31717,NA,NA,NA,NA,NA
CecB,NA,NA,CG12024,CG13998,NA,NA,NA,NA,NA,CG31740,NA,NA,NA,NA,NA
ced-6,NA,NA,CG12025,CG14011,NA,NA,NA,NA,NA,CG31928,NA,NA,NA,NA,NA
CenG1A,NA,NA,CG12071,CG14013,NA,NA,NA,NA,NA,CG31948,NA,NA,NA,NA,NA
cep290,NA,NA,CG12093,CG14017,NA,NA,NA,NA,NA,CG31988,NA,NA,NA,NA,NA
Cep89,NA,NA,CG12099,CG14077,NA,NA,NA,NA,NA,CG32241,NA,NA,NA,NA,NA
cer,NA,NA,CG12116,CG14183,NA,NA,NA,NA,NA,CG32267,NA,NA,NA,NA,NA
Cerk,NA,NA,CG12123,CG14187,NA,NA,NA,NA,NA,CG3238,NA,NA,NA,NA,NA
CG10026,NA,NA,CG12128,CG14246,NA,NA,NA,NA,NA,CG32409,NA,NA,NA,NA,NA
CG10029,NA,NA,CG12134,CG14247,NA,NA,NA,NA,NA,CG32568,NA,NA,NA,NA,NA
CG10031,NA,NA,CG12159,CG14258,NA,NA,NA,NA,NA,CG32591,NA,NA,NA,NA,NA
CG10064,NA,NA,CG12163,CG14259,NA,NA,NA,NA,NA,CG3264,NA,NA,NA,NA,NA
CG10068,NA,NA,CG12170,CG1428,NA,NA,NA,NA,NA,CG32641,NA,NA,NA,NA,NA
CG10073,NA,NA,CG1218,CG14297,NA,NA,NA,NA,NA,CG32649,NA,NA,NA,NA,NA
CG10075,NA,NA,CG12236,CG14300,NA,NA,NA,NA,NA,CG32655,NA,NA,NA,NA,NA
CG10077,NA,NA,CG12259,CG14305,NA,NA,NA,NA,NA,CG32686,NA,NA,NA,NA,NA
CG10082,NA,NA,CG12299,CG14309,NA,NA,NA,NA,NA,CG32718,NA,NA,NA,NA,NA
CG10096,NA,NA,CG12321,CG14316,NA,NA,NA,NA,NA,CG32727,NA,NA,NA,NA,NA
CG10098,NA,NA,CG12333,CG14332,NA,NA,NA,NA,NA,CG32751,NA,NA,NA,NA,NA
CG10103,NA,NA,CG12338,CG14354,NA,NA,NA,NA,NA,CG32806,NA,NA,NA,NA,NA
CG10104,NA,NA,CG12375,CG1441,NA,NA,NA,NA,NA,CG32944,NA,NA,NA,NA,NA
CG10131,NA,NA,CG12391,CG14410,NA,NA,NA,NA,NA,CG33080,NA,NA,NA,NA,NA
CG10139,NA,NA,CG12576,CG14478,NA,NA,NA,NA,NA,CG33129,NA,NA,NA,NA,NA
CG10151,NA,NA,CG12643,CG14500,NA,NA,NA,NA,NA,CG33252,NA,NA,NA,NA,NA
CG10166,NA,NA,CG1265,CG14502,NA,NA,NA,NA,NA,CG33465,NA,NA,NA,NA,NA
CG10189,NA,NA,CG12688,CG14506,NA,NA,NA,NA,NA,CG33632,NA,NA,NA,NA,NA
CG10194,NA,NA,CG12730,CG14516,NA,NA,NA,NA,NA,CG3394,NA,NA,NA,NA,NA
CG10202,NA,NA,CG12736,CG14527,NA,NA,NA,NA,NA,CG34040,NA,NA,NA,NA,NA
CG10209,NA,NA,CG1275,CG14540,NA,NA,NA,NA,NA,CG34193,NA,NA,NA,NA,NA
CG10211,NA,NA,CG12795,CG14545,NA,NA,NA,NA,NA,CG34217,NA,NA,NA,NA,NA
CG10280,NA,NA,CG12822,CG14546,NA,NA,NA,NA,NA,CG34220,NA,NA,NA,NA,NA
CG10286,NA,NA,CG12877,CG14565,NA,NA,NA,NA,NA,CG34253,NA,NA,NA,NA,NA
CG10306,NA,NA,CG12883,CG14566,NA,NA,NA,NA,NA,CG34282,NA,NA,NA,NA,NA
CG10317,NA,NA,CG12929,CG14589,NA,NA,NA,NA,NA,CG34287,NA,NA,NA,NA,NA
CG10332,NA,NA,CG12942,CG14598,NA,NA,NA,NA,NA,CG34296,NA,NA,NA,NA,NA
CG10333,NA,NA,CG12963,CG14605,NA,NA,NA,NA,NA,CG34408,NA,NA,NA,NA,NA
CG10337,NA,NA,CG12990,CG14609,NA,NA,NA,NA,NA,CG34417,NA,NA,NA,NA,NA
CG10338,NA,NA,CG12998,CG14610,NA,NA,NA,NA,NA,CG34453,NA,NA,NA,NA,NA
CG10347,NA,NA,CG13096,CG14628,NA,NA,NA,NA,NA,CG3526,NA,NA,NA,NA,NA
CG10352,NA,NA,CG13097,CG14658,NA,NA,NA,NA,NA,CG3588,NA,NA,NA,NA,NA
CG10353,NA,NA,CG13113,CG14661,NA,NA,NA,NA,NA,CG3592,NA,NA,NA,NA,NA
CG10362,NA,NA,CG13114,CG14664,NA,NA,NA,NA,NA,CG3603,NA,NA,NA,NA,NA
CG10384,NA,NA,CG13117,CG14668,NA,NA,NA,NA,NA,CG3604,NA,NA,NA,NA,NA
CG10413,NA,NA,CG1316,CG14759,NA,NA,NA,NA,NA,CG3652,NA,NA,NA,NA,NA
CG10417,NA,NA,CG1317,CG14770,NA,NA,NA,NA,NA,CG3655,NA,NA,NA,NA,NA
CG10420,NA,NA,CG13192,CG14787,NA,NA,NA,NA,NA,CG3687,NA,NA,NA,NA,NA
CG10424,NA,NA,CG13204,CG14818,NA,NA,NA,NA,NA,CG3719,NA,NA,NA,NA,NA
CG10425,NA,NA,CG13220,CG14835,NA,NA,NA,NA,NA,CG3812,NA,NA,NA,NA,NA
CG10428,NA,NA,CG13252,CG14882,NA,NA,NA,NA,NA,CG3847,NA,NA,NA,NA,NA
CG10444,NA,NA,CG13284,CG14891,NA,NA,NA,NA,NA,CG3906,NA,NA,NA,NA,NA
CG10462,NA,NA,CG13295,CG14893,NA,NA,NA,NA,NA,CG3939,NA,NA,NA,NA,NA
CG10463,NA,NA,CG13299,CG14921,NA,NA,NA,NA,NA,CG4004,NA,NA,NA,NA,NA
CG10466,NA,NA,CG13319,CG14926,NA,NA,NA,NA,NA,CG4009,NA,NA,NA,NA,NA
CG10467,NA,NA,CG13321,CG14930,NA,NA,NA,NA,NA,CG4041,NA,NA,NA,NA,NA
CG10472,NA,NA,CG13397,CG14957,NA,NA,NA,NA,NA,CG4042,NA,NA,NA,NA,NA
CG10477,NA,NA,CG13531,CG14971,NA,NA,NA,NA,NA,CG4045,NA,NA,NA,NA,NA
CG10481,NA,NA,CG1354,CG14974,NA,NA,NA,NA,NA,CG42240,NA,NA,NA,NA,NA
CG10486,NA,NA,CG1371,CG14983,NA,NA,NA,NA,NA,CG42365,NA,NA,NA,NA,NA
CG10510,NA,NA,CG13722,CG14990,NA,NA,NA,NA,NA,CG42374,NA,NA,NA,NA,NA
CG10514,NA,NA,CG13773,CG15034,NA,NA,NA,NA,NA,CG4239,NA,NA,NA,NA,NA
CG10527,NA,NA,CG13775,CG15067,NA,NA,NA,NA,NA,CG4259,NA,NA,NA,NA,NA
CG10561,NA,NA,CG13784,CG15098,NA,NA,NA,NA,NA,CG42680,NA,NA,NA,NA,NA
CG10576,NA,NA,CG13876,CG15109,NA,NA,NA,NA,NA,CG42835,NA,NA,NA,NA,NA
CG10591,NA,NA,CG13887,CG15124,NA,NA,NA,NA,NA,CG43136,NA,NA,NA,NA,NA
CG10602,NA,NA,CG13890,CG15128,NA,NA,NA,NA,NA,CG4318,NA,NA,NA,NA,NA
CG10621,NA,NA,CG13900,CG15136,NA,NA,NA,NA,NA,CG43183,NA,NA,NA,NA,NA
CG10623,NA,NA,CG13902,CG15142,NA,NA,NA,NA,NA,CG43288,NA,NA,NA,NA,NA
CG10639,NA,NA,CG13905,CG15145,NA,NA,NA,NA,NA,CG43322,NA,NA,NA,NA,NA
CG10650,NA,NA,CG13912,CG15152,NA,NA,NA,NA,NA,CG43935,NA,NA,NA,NA,NA
CG10700,NA,NA,CG13926,CG15153,NA,NA,NA,NA,NA,CG4406,NA,NA,NA,NA,NA
CG10721,NA,NA,CG13928,CG15185,NA,NA,NA,NA,NA,CG45186,NA,NA,NA,NA,NA
CG10734,NA,NA,CG13965,CG15196,NA,NA,NA,NA,NA,CG4593,NA,NA,NA,NA,NA
CG10750,NA,NA,CG13998,CG15198,NA,NA,NA,NA,NA,CG4617,NA,NA,NA,NA,NA
CG10761,NA,NA,CG14005,CG15200,NA,NA,NA,NA,NA,CG4653,NA,NA,NA,NA,NA
CG10764,NA,NA,CG14036,CG15208,NA,NA,NA,NA,NA,CG4661,NA,NA,NA,NA,NA
CG1077,NA,NA,CG14043,CG15209,NA,NA,NA,NA,NA,CG4666,NA,NA,NA,NA,NA
CG10799,NA,NA,CG14050,CG15210,NA,NA,NA,NA,NA,CG4676,NA,NA,NA,NA,NA
CG10801,NA,NA,CG14073,CG15212,NA,NA,NA,NA,NA,CG4744,NA,NA,NA,NA,NA
CG10802,NA,NA,CG14103,CG15221,NA,NA,NA,NA,NA,CG4788,NA,NA,NA,NA,NA
CG10822,NA,NA,CG1416,CG15233,NA,NA,NA,NA,NA,CG4789,NA,NA,NA,NA,NA
CG10834,NA,NA,CG14182,CG15258,NA,NA,NA,NA,NA,CG4858,NA,NA,NA,NA,NA
CG10839,NA,NA,CG14277,CG15260,NA,NA,NA,NA,NA,CG4955,NA,NA,NA,NA,NA
CG10853,NA,NA,CG1434,CG15262,NA,NA,NA,NA,NA,CG5059,NA,NA,NA,NA,NA
CG10862,NA,NA,CG14353,CG15283,NA,NA,NA,NA,NA,CG5273,NA,NA,NA,NA,NA
CG10863,NA,NA,CG14411,CG15293,NA,NA,NA,NA,NA,CG5541,NA,NA,NA,NA,NA
CG10869,NA,NA,CG14478,CG15296,NA,NA,NA,NA,NA,CG5599,NA,NA,NA,NA,NA
CG10874,NA,NA,CG14483,CG15330,NA,NA,NA,NA,NA,CG5662,NA,NA,NA,NA,NA
CG10889,NA,NA,CG14516,CG15333,NA,NA,NA,NA,NA,CG5945,NA,NA,NA,NA,NA
CG10911,NA,NA,CG14543,CG15337,NA,NA,NA,NA,NA,CG5966,NA,NA,NA,NA,NA
CG10912,NA,NA,CG14803,CG15356,NA,NA,NA,NA,NA,CG6066,NA,NA,NA,NA,NA
CG10914,NA,NA,CG14817,CG15368,NA,NA,NA,NA,NA,CG6220,NA,NA,NA,NA,NA
CG10916,NA,NA,CG14818,CG15375,NA,NA,NA,NA,NA,CG6227,NA,NA,NA,NA,NA
CG10919,NA,NA,CG14882,CG15387,NA,NA,NA,NA,NA,CG6324,NA,NA,NA,NA,NA
CG1092,NA,NA,CG14893,CG15395,NA,NA,NA,NA,NA,CG6329,NA,NA,NA,NA,NA
CG10920,NA,NA,CG14894,CG15398,NA,NA,NA,NA,NA,CG6543,NA,NA,NA,NA,NA
CG10924,NA,NA,CG14965,CG15399,NA,NA,NA,NA,NA,CG6665,NA,NA,NA,NA,NA
CG10927,NA,NA,CG14966,CG15404,NA,NA,NA,NA,NA,CG6841,NA,NA,NA,NA,NA
CG10931,NA,NA,CG14971,CG15425,NA,NA,NA,NA,NA,CG6852,NA,NA,NA,NA,NA
CG10932,NA,NA,CG14977,CG15465,NA,NA,NA,NA,NA,CG6870,NA,NA,NA,NA,NA
CG10933,NA,NA,CG14989,CG15472,NA,NA,NA,NA,NA,CG6903,NA,NA,NA,NA,NA
CG10934,NA,NA,CG14997,CG15498,NA,NA,NA,NA,NA,CG6927,NA,NA,NA,NA,NA
CG10939,NA,NA,CG15011,CG15529,NA,NA,NA,NA,NA,CG6967,NA,NA,NA,NA,NA
CG10950,NA,NA,CG15012,CG15530,NA,NA,NA,NA,NA,CG7024,NA,NA,NA,NA,NA
CG10970,NA,NA,CG15014,CG15533,NA,NA,NA,NA,NA,CG7033,NA,NA,NA,NA,NA
CG11007,NA,NA,CG15073,CG15543,NA,NA,NA,NA,NA,CG7099,NA,NA,NA,NA,NA
CG11018,NA,NA,CG15084,CG15570,NA,NA,NA,NA,NA,CG7110,NA,NA,NA,NA,NA
CG11034,NA,NA,CG15096,CG15572,NA,NA,NA,NA,NA,CG7166,NA,NA,NA,NA,NA
CG11037,NA,NA,CG15098,CG15578,NA,NA,NA,NA,NA,CG7215,NA,NA,NA,NA,NA
CG11041,NA,NA,CG15111,CG15605,NA,NA,NA,NA,NA,CG7277,NA,NA,NA,NA,NA
CG1105,NA,NA,CG15117,CG15617,NA,NA,NA,NA,NA,CG7382,NA,NA,NA,NA,NA
CG11060,NA,NA,CG15118,CG15625,NA,NA,NA,NA,NA,CG7668,NA,NA,NA,NA,NA
CG11068,NA,NA,CG15152,CG15657,NA,NA,NA,NA,NA,CG7763,NA,NA,NA,NA,NA
CG11070,NA,NA,CG15155,CG15661,NA,NA,NA,NA,NA,CG7840,NA,NA,NA,NA,NA
CG11073,NA,NA,CG15209,CG15706,NA,NA,NA,NA,NA,CG7856,NA,NA,NA,NA,NA
CG11076,NA,NA,CG1523,CG15711,NA,NA,NA,NA,NA,CG8078,NA,NA,NA,NA,NA
CG11077,NA,NA,CG15309,CG15719,NA,NA,NA,NA,NA,CG8343,NA,NA,NA,NA,NA
CG11085,NA,NA,CG15332,CG15721,NA,NA,NA,NA,NA,CG8368,NA,NA,NA,NA,NA
CG11106,NA,NA,CG15347,CG15734,NA,NA,NA,NA,NA,CG8560,NA,NA,NA,NA,NA
CG11112,NA,NA,CG15362,CG15756,NA,NA,NA,NA,NA,CG8602,NA,NA,NA,NA,NA
CG11113,NA,NA,CG15368,CG15764,NA,NA,NA,NA,NA,CG8840,NA,NA,NA,NA,NA
CG11122,NA,NA,CG15387,CG15818,NA,NA,NA,NA,NA,CG9034,NA,NA,NA,NA,NA
CG11123,NA,NA,CG15422,CG15820,NA,NA,NA,NA,NA,CG9068,NA,NA,NA,NA,NA
CG11134,NA,NA,CG15435,CG15822,NA,NA,NA,NA,NA,CG9123,NA,NA,NA,NA,NA
CG11137,NA,NA,CG15443,CG15873,NA,NA,NA,NA,NA,CG9125,NA,NA,NA,NA,NA
CG11145,NA,NA,CG1550,CG15878,NA,NA,NA,NA,NA,CG9231,NA,NA,NA,NA,NA
CG11151,NA,NA,CG15528,CG15892,NA,NA,NA,NA,NA,CG9360,NA,NA,NA,NA,NA
CG11158,NA,NA,CG15529,CG15905,NA,NA,NA,NA,NA,CG9368,NA,NA,NA,NA,NA
CG11159,NA,NA,CG15531,CG15925,NA,NA,NA,NA,NA,CG9413,NA,NA,NA,NA,NA
CG11178,NA,NA,CG15535,CG15930,NA,NA,NA,NA,NA,CG9505,NA,NA,NA,NA,NA
CG11190,NA,NA,CG15536,CG1636,NA,NA,NA,NA,NA,CG9672,NA,NA,NA,NA,NA
CG11200,NA,NA,CG15547,CG1648,NA,NA,NA,NA,NA,CG9691,NA,NA,NA,NA,NA
CG11208,NA,NA,CG15570,CG16713,NA,NA,NA,NA,NA,CG9723,NA,NA,NA,NA,NA
CG11211,NA,NA,CG15611,CG16721,NA,NA,NA,NA,NA,CG9961,NA,NA,NA,NA,NA
CG11241,NA,NA,CG15617,CG16739,NA,NA,NA,NA,NA,cher,NA,NA,NA,NA,NA
CG11257,NA,NA,CG15653,CG16758,NA,NA,NA,NA,NA,CHKov1,NA,NA,NA,NA,NA
CG1126,NA,NA,CG15706,CG16781,NA,NA,NA,NA,NA,Cht6,NA,NA,NA,NA,NA
CG11269,NA,NA,CG15742,CG16782,NA,NA,NA,NA,NA,cib,NA,NA,NA,NA,NA
CG11275,NA,NA,CG15766,CG16826,NA,NA,NA,NA,NA,cl,NA,NA,NA,NA,NA
CG11286,NA,NA,CG15784,CG16837,NA,NA,NA,NA,NA,CLIP-190,NA,NA,NA,NA,NA
CG11298,NA,NA,CG15820,CG16852,NA,NA,NA,NA,NA,clos,NA,NA,NA,NA,NA
CG11327,NA,NA,CG15822,CG16853,NA,NA,NA,NA,NA,cm,NA,NA,NA,NA,NA
CG11333,NA,NA,CG15877,CG16894,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA
CG11342,NA,NA,CG15881,CG1690,NA,NA,NA,NA,NA,corolla,NA,NA,NA,NA,NA
CG11345,NA,NA,CG15891,CG16947,NA,NA,NA,NA,NA,COX8,NA,NA,NA,NA,NA
CG11349,NA,NA,CG15894,CG16984,NA,NA,NA,NA,NA,Cp110,NA,NA,NA,NA,NA
CG11356,NA,NA,CG1635,CG16995,NA,NA,NA,NA,NA,Cpr49Aa,NA,NA,NA,NA,NA
CG11357,NA,NA,CG1648,CG17098,NA,NA,NA,NA,NA,cpx,NA,NA,NA,NA,NA
CG11362,NA,NA,CG1657,CG17134,NA,NA,NA,NA,NA,CREG,NA,NA,NA,NA,NA
CG11369,NA,NA,CG16713,CG17140,NA,NA,NA,NA,NA,crn,NA,NA,NA,NA,NA
CG11373,NA,NA,CG16721,CG17145,NA,NA,NA,NA,NA,CtBP,NA,NA,NA,NA,NA
CG11379,NA,NA,CG16758,CG17189,NA,NA,NA,NA,NA,CtsB1,NA,NA,NA,NA,NA
CG1138,NA,NA,CG1677,CG17283,NA,NA,NA,NA,NA,Cyp1,NA,NA,NA,NA,NA
CG11380,NA,NA,CG16787,CG17344,NA,NA,NA,NA,NA,Cyp12b2,NA,NA,NA,NA,NA
CG11381,NA,NA,CG16812,CG17349,NA,NA,NA,NA,NA,Cyp12d1-d,NA,NA,NA,NA,NA
CG11382,NA,NA,CG16868,CG17385,NA,NA,NA,NA,NA,Cyp311a1,NA,NA,NA,NA,NA
CG11399,NA,NA,CG16885,CG17386,NA,NA,NA,NA,NA,Cyp318a1,NA,NA,NA,NA,NA
CG11406,NA,NA,CG16935,CG17549,NA,NA,NA,NA,NA,Cyp4ac1,NA,NA,NA,NA,NA
CG1142,NA,NA,CG16941,CG17572,NA,NA,NA,NA,NA,Cyt-c-p,NA,NA,NA,NA,NA
CG1143,NA,NA,CG16947,CG17580,NA,NA,NA,NA,NA,Cyt-c1L,NA,NA,NA,NA,NA
CG11444,NA,NA,CG16985,CG17612,NA,NA,NA,NA,NA,dare,NA,NA,NA,NA,NA
CG11454,NA,NA,CG17075,CG17669,NA,NA,NA,NA,NA,Der-1,NA,NA,NA,NA,NA
CG11459,NA,NA,CG17147,CG17744,NA,NA,NA,NA,NA,Desat2,NA,NA,NA,NA,NA
CG11474,NA,NA,CG17163,CG17770,NA,NA,NA,NA,NA,Df31,NA,NA,NA,NA,NA
CG11475,NA,NA,CG17221,CG17801,NA,NA,NA,NA,NA,Dgkepsilon,NA,NA,NA,NA,NA
CG11504,NA,NA,CG17224,CG17944,NA,NA,NA,NA,NA,Dgp-1,NA,NA,NA,NA,NA
CG11555,NA,NA,CG17249,CG17985,NA,NA,NA,NA,NA,DNaseII,NA,NA,NA,NA,NA
CG11577,NA,NA,CG17322,CG18003,NA,NA,NA,NA,NA,dnc,NA,NA,NA,NA,NA
CG11581,NA,NA,CG17323,CG18063,NA,NA,NA,NA,NA,Dot,NA,NA,NA,NA,NA
CG11584,NA,NA,CG1737,CG18130,NA,NA,NA,NA,NA,Dp1,NA,NA,NA,NA,NA
CG11585,NA,NA,CG17544,CG18190,NA,NA,NA,NA,NA,Drat,NA,NA,NA,NA,NA
CG11594,NA,NA,CG17549,CG18266,NA,NA,NA,NA,NA,Dref,NA,NA,NA,NA,NA
CG1161,NA,NA,CG17565,CG18269,NA,NA,NA,NA,NA,drm,NA,NA,NA,NA,NA
CG11617,NA,NA,CG17646,CG18302,NA,NA,NA,NA,NA,E(spl)malpha-BFM,NA,NA,NA,NA,NA
CG11619,NA,NA,CG17652,CG18371,NA,NA,NA,NA,NA,Edg78E,NA,NA,NA,NA,NA
CG11629,NA,NA,CG17660,CG18469,NA,NA,NA,NA,NA,Eglp4,NA,NA,NA,NA,NA
CG11630,NA,NA,CG17681,CG18472,NA,NA,NA,NA,NA,eIF-2alpha,NA,NA,NA,NA,NA
CG11634,NA,NA,CG17712,CG18507,NA,NA,NA,NA,NA,eIF-4a,NA,NA,NA,NA,NA
CG11635,NA,NA,CG17732,CG18557,NA,NA,NA,NA,NA,Eip55E,NA,NA,NA,NA,NA
CG11655,NA,NA,CG17746,CG18605,NA,NA,NA,NA,NA,Elp3,NA,NA,NA,NA,NA
CG11665,NA,NA,CG17803,CG18606,NA,NA,NA,NA,NA,Fad2,NA,NA,NA,NA,NA
CG11674,NA,NA,CG17883,CG18609,NA,NA,NA,NA,NA,Faf2,NA,NA,NA,NA,NA
CG11699,NA,NA,CG1789,CG18662,NA,NA,NA,NA,NA,fbp,NA,NA,NA,NA,NA
CG11752,NA,NA,CG17904,CG18675,NA,NA,NA,NA,NA,Femcoat,NA,NA,NA,NA,NA
CG11777,NA,NA,CG17928,CG1889,NA,NA,NA,NA,NA,Fer3HCH,NA,NA,NA,NA,NA
CG11781,NA,NA,CG17931,CG1924,NA,NA,NA,NA,NA,fidipidine,NA,NA,NA,NA,NA
CG11786,NA,NA,CG17982,CG1958,NA,NA,NA,NA,NA,Fim,NA,NA,NA,NA,NA
CG11790,NA,NA,CG17985,CG1969,NA,NA,NA,NA,NA,fit,NA,NA,NA,NA,NA
CG11807,NA,NA,CG18003,CG1979,NA,NA,NA,NA,NA,fln,NA,NA,NA,NA,NA
CG11815,NA,NA,CG18004,CG1999,NA,NA,NA,NA,NA,frma,NA,NA,NA,NA,NA
CG11816,NA,NA,CG18067,CG2104,NA,NA,NA,NA,NA,Fs,NA,NA,NA,NA,NA
CG11828,NA,NA,CG18135,CG2113,NA,NA,NA,NA,NA,fs(1)N,NA,NA,NA,NA,NA
CG11839,NA,NA,CG1815,CG2121,NA,NA,NA,NA,NA,FucT6,NA,NA,NA,NA,NA
CG11851,NA,NA,CG18190,CG2127,NA,NA,NA,NA,NA,Fur2,NA,NA,NA,NA,NA
CG11854,NA,NA,CG1824,CG2137,NA,NA,NA,NA,NA,fusl,NA,NA,NA,NA,NA
CG11865,NA,NA,CG18302,CG2199,NA,NA,NA,NA,NA,fz3,NA,NA,NA,NA,NA
CG11876,NA,NA,CG18343,CG2201,NA,NA,NA,NA,NA,G9a,NA,NA,NA,NA,NA
CG11880,NA,NA,CG1840,CG2209,NA,NA,NA,NA,NA,GABPI,NA,NA,NA,NA,NA
CG11883,NA,NA,CG18417,CG2267,NA,NA,NA,NA,NA,Gad1,NA,NA,NA,NA,NA
CG11885,NA,NA,CG18472,CG2291,NA,NA,NA,NA,NA,Gale,NA,NA,NA,NA,NA
CG11892,NA,NA,CG18507,CG2336,NA,NA,NA,NA,NA,galectin,NA,NA,NA,NA,NA
CG11899,NA,NA,CG18508,CG2444,NA,NA,NA,NA,NA,GalNAc-T1,NA,NA,NA,NA,NA
CG11911,NA,NA,CG18600,CG2528,NA,NA,NA,NA,NA,gammaCOP,NA,NA,NA,NA,NA
CG11912,NA,NA,CG18731,CG2574,NA,NA,NA,NA,NA,gammaTry,NA,NA,NA,NA,NA
CG11929,NA,NA,CG18766,CG2577,NA,NA,NA,NA,NA,gammaTub37C,NA,NA,NA,NA,NA
CG11961,NA,NA,CG1882,CG2650,NA,NA,NA,NA,NA,Gas8,NA,NA,NA,NA,NA
CG12006,NA,NA,CG1896,CG2652,NA,NA,NA,NA,NA,gbb,NA,NA,NA,NA,NA
CG12007,NA,NA,CG1902,CG2663,NA,NA,NA,NA,NA,Gclc,NA,NA,NA,NA,NA
CG12009,NA,NA,CG1907,CG2750,NA,NA,NA,NA,NA,GCS1,NA,NA,NA,NA,NA
CG12011,NA,NA,CG1927,CG2767,NA,NA,NA,NA,NA,Gdi,NA,NA,NA,NA,NA
CG12012,NA,NA,CG1943,CG2852,NA,NA,NA,NA,NA,gkt,NA,NA,NA,NA,NA
CG12014,NA,NA,CG1969,CG2854,NA,NA,NA,NA,NA,Gmer,NA,NA,NA,NA,NA
CG12020,NA,NA,CG1983,CG2901,NA,NA,NA,NA,NA,Gp210,NA,NA,NA,NA,NA
CG12024,NA,NA,CG2017,CG2964,NA,NA,NA,NA,NA,GstE11,NA,NA,NA,NA,NA
CG12035,NA,NA,CG2021,CG2982,NA,NA,NA,NA,NA,GstE13,NA,NA,NA,NA,NA
CG12069,NA,NA,CG2023,CG30008,NA,NA,NA,NA,NA,GstE3,NA,NA,NA,NA,NA
CG12078,NA,NA,CG2034,CG30037,NA,NA,NA,NA,NA,HDAC6,NA,NA,NA,NA,NA
CG12081,NA,NA,CG2046,CG30039,NA,NA,NA,NA,NA,Hf,NA,NA,NA,NA,NA
CG12093,NA,NA,CG2118,CG30048,NA,NA,NA,NA,NA,His2Av,NA,NA,NA,NA,NA
CG12099,NA,NA,CG2121,CG30054,NA,NA,NA,NA,NA,hkb,NA,NA,NA,NA,NA
CG12104,NA,NA,CG2162,CG30065,NA,NA,NA,NA,NA,HLH3B,NA,NA,NA,NA,NA
CG12111,NA,NA,CG2186,CG30075,NA,NA,NA,NA,NA,HmgD,NA,NA,NA,NA,NA
CG12116,NA,NA,CG2199,CG30087,NA,NA,NA,NA,NA,HnRNP-K,NA,NA,NA,NA,NA
CG12123,NA,NA,CG2200,CG30088,NA,NA,NA,NA,NA,HP5,NA,NA,NA,NA,NA
CG12126,NA,NA,CG2201,CG30090,NA,NA,NA,NA,NA,Hrb27C,NA,NA,NA,NA,NA
CG12129,NA,NA,CG2217,CG3011,NA,NA,NA,NA,NA,Idgf5,NA,NA,NA,NA,NA
CG12133,NA,NA,CG2218,CG30161,NA,NA,NA,NA,NA,Imp,NA,NA,NA,NA,NA
CG12134,NA,NA,CG2233,CG30177,NA,NA,NA,NA,NA,inaF-A,NA,NA,NA,NA,NA
CG12159,NA,NA,CG2277,CG30183,NA,NA,NA,NA,NA,IntS11,NA,NA,NA,NA,NA
CG12163,NA,NA,CG2556,CG30222,NA,NA,NA,NA,NA,IntS4,NA,NA,NA,NA,NA
CG12164,NA,NA,CG2604,CG30273,NA,NA,NA,NA,NA,Iris,NA,NA,NA,NA,NA
CG12170,NA,NA,CG2698,CG30275,NA,NA,NA,NA,NA,Jon44E,NA,NA,NA,NA,NA
CG1218,NA,NA,CG2767,CG30324,NA,NA,NA,NA,NA,Kap3,NA,NA,NA,NA,NA
CG12236,NA,NA,CG2852,CG30325,NA,NA,NA,NA,NA,KdelR,NA,NA,NA,NA,NA
