Intercept,Previous,Current,Species,Stage,Previous:Current,Previous:Species,Current:Species,Previous:Stage,Current:Stage,Species:Stage,Previous:Current:Species,Previous:Current:Stage,Previous:Species:Stage,Current:Species:Stage,Previous:Current:Species:Stage
B-H2,CG31750,CG16815,btz,CG10680,Teh4,pen-2,ft,fit,CG32568,CG10959,mRpL33,Drsl6,niki,cmpy,fz4
b6,CG31787,CG16865,BubR1,CG10734,Toll-9,Pex6,fy,FLASH,CG32655,CG11007,mRpL42,E23,NimA,corolla,GalT1
bab1,CG31813,CG16884,bug,CG10750,twz,PGRP-LD,fz3,Fpps,CG32668,CG1105,mRpS2,Ets65A,Nlp,Cpr31A,gd
babos,CG31928,CG16941,BuGZ,CG10761,TyrRII,pk,Galphao,ft,CG32712,CG11060,Muc55B,FLASH,nmd,Cpr49Aa,Ggamma1
baf,CG31950,CG1701,bw,CG10764,unc-5,Pkg21D,Gdap1,Gmer,CG32718,CG11068,nAChRalpha5,fzy,nompA,Cpr49Ac,Gmer
ball,CG32199,CG17047,bwa,CG1077,Urm1,Rab1,GEFmeso,Gpo-1,CG32720,CG11070,Nckx30C,G6P,Nost,Cpr76Bc,Gos28
bap,CG32269,CG17127,Bx42,CG10799,verm,Rab39,GlcAT-I,Gr28b,CG32727,CG11073,niki,GatC,Not3,CRIF,Gr43a
Bap111,CG32270,CG17193,c12.1,CG10801,vnd,Rgk2,Glo1,Gr43a,CG32806,CG11095,Not11,gek,numb,CstF-64,Gr77a
Bap55,CG32376,CG17266,C3G,CG10822,xmas-1,robo2,godzilla,gsb,CG32816,CG11106,oc,Gmer,Ogg1,Cwc25,GstE6
Bap60,CG32395,CG17290,C901,CG10834,NA,RpL22-like,Gos28,HLH4C,CG32988,CG11134,opa,Gr10a,olf186-M,Cyp311a1,GstE9
bbc,CG32413,CG1738,ca,CG10839,NA,sca,Gr43a,IFT57,CG33129,CG11149,par-6,Gr43a,Os-C,Cyp4d14,haf
BBS1,CG32563,CG17385,Ca-beta,CG10853,NA,Sclp,grnd,Ih,CG33136,CG11158,park,gsb,ox,Cyp4d2,heix
BBS4,CG32645,CG17565,CaBP1,CG10862,NA,SmydA-6,GstE6,Ir10a,CG33252,CG11164,pen-2,H2.0,papi,Cyt-c1,Hexo2
BBS8,CG32698,CG17660,cact,CG10869,NA,Snapin,HDAC3,Ir11a,CG33287,CG11168,PGRP-LD,hbn,pelo,DNApol-epsilon58,Hey
BCAS2,CG32845,CG17732,Cad99C,CG10904,NA,Spn100A,holn1,Ir21a,CG3330,CG11190,PGRP-SA,Ih,Pex6,DptA,HHEX
bcn92,CG32983,CG17917,CadN,CG10911,NA,Spn42Dc,Hs3st-A,Ir76b,CG33465,CG11200,PHGPx,Ir21a,PH4alphaSG2,dUTPase,Hpr1
bdg,CG33159,CG17919,Cadps,CG10912,NA,Spn47C,Imp,JhI-1,CG33506,CG11221,Pof,Jafrac2,Phax,Dyb,IFT52
BEAF-32,CG33299,CG18190,CAH1,CG10916,NA,ss,inv,kune,CG33640,CG11275,ptc,JhI-1,piwi,Eglp2,Imp
beat-Ia,CG33453,CG18208,CalpA,CG10919,NA,sut4,IP3K1,l(2)10685,CG33934,CG11345,reb,kune,pk,fd96Cb,Ir76a
beat-Ic,CG33475,CG18284,Cand1,CG1092,NA,Suv3,Ir21a,Lim3,CG34040,CG11353,Reg-2,Lim3,Pk34A,Fibp,Jon99Cii
beat-IIIa,CG33476,CG18672,Cap-D2,CG10920,NA,swi2,ItgaPS4,lin,CG34041,CG11369,robo1,lin,ppk25,fu2,kek3
beat-VI,CG33483,CG1902,Cap-G,CG10924,NA,Syn1,jeb,MCO3,CG34124,CG11373,robo2,mei-W68,qkr58E-2,FucT6,l(2)10685
Bem46,CG33557,CG1943,Caper,CG10931,NA,TbCMF46,jim,Mdr65,CG34176,CG11379,Rpb5,Mks1,Rab1,fy,l(2)35Be
ben,CG33626,CG2004,Capr,CG10933,NA,Tim17a1,Jon99Cii,mei-W68,CG34205,CG11381,RpL29,mRpL4,rasp,fz3,l(2)37Cd
Best2,CG33627,CG2046,capt,CG10950,NA,trv,Kaz1-ORFB,MFS15,CG34282,CG11412,RpS15Aa,mRpS23,retn,Gas8,Lim3
Bet5,CG33641,CG2678,capu,CG10970,NA,Tsp42Ei,kek3,mRpL23,CG34287,CG11436,sca,mus312,RluA-1,gd,LS2
beta-Spec,CG33648,CG2698,casp,CG11000,NA,Tsp42Er,Klp61F,mRpL42,CG34312,CG11444,slx1,ND-B14,RpL22-like,Glo1,Marcal1
beta4GalNAcTA,CG33679,CG2921,Cat,CG11018,NA,Uba5,l(2)10685,Mtap,CG34424,CG11470,SmF,niki,RpS28a,Gmer,mei-41
betaggt-I,CG33723,CG2974,cathD,CG11037,NA,unc-5,l(2)k05911,Mul1,CG34453,CG11474,Smyd5,Nipped-A,Rrp45,Gnf1,mei-P22
betaggt-II,CG33757,CG30054,Catsup,CG11044,NA,vnd,l(2)tid,Mur2B,CG3491,CG11475,Snapin,Nle,sano,goe,MME1
betaNACtes6,CG33772,CG3008,cbs,CG1105,NA,wol,mag,mus312,CG3492,CG11585,Spf45,nompA,sca,Gr43a,mRpL33
betaTub56D,CG33773,CG30080,cbt,CG11060,NA,wus,mbt,nAChRalpha5,CG3526,CG1161,ss,Ns1,sgll,gsb,msd5
BG642312,CG33775,CG30083,CCDC53,CG11068,NA,Zip89B,mei-9,nahoda,CG3687,CG11617,sut4,opa,sicily,GstE6,Muc55B
bib,CG33798,CG30090,Ccp84Ac,CG11073,NA,Zip99C,mip120,ND-B14,CG3719,CG11699,Syn1,Opbp,sisA,Gycalpha99B,Nckx30C
bic,CG33919,CG30095,Ccp84Ae,CG11076,NA,NA,Mmp2,Neurochondrin,CG42393,CG11752,Teh3,Or63a,sl,He,niki
bif,CG33927,CG30105,Ccp84Af,CG11077,NA,NA,mRpL42,niki,CG42650,CG11790,Tgs1,Os-C,Smyd5,Hex-C,Nle
bin,CG33958,CG3014,Ccs,CG11099,NA,NA,mTerf3,nompA,CG42658,CG11839,Tsp42Eg,Osi24,Spn42Db,Hey,Nost
bin3,CG34025,CG30392,Cctgamma,CG11106,NA,NA,Nacalpha,NTPase,CG42809,CG11851,Tsp42Ep,otu,srl,HHEX,Not11
blanks,CG34038,CG30413,CD98hc,CG11113,NA,NA,Nckx30C,Opbp,CG42820,CG11889,Vdup1,p-cup,St1,Hr51,Not3
blw,CG34040,CG30441,Cda4,CG11168,NA,NA,nclb,Or63a,CG43136,CG11899,Vps2,Pbp49,Syn1,Hus1-like,Ns1
bnk,CG34051,CG31075,cdc14,CG11211,NA,NA,odd,Os-C,CG43183,CG11912,wap,Peritrophin-15a,Teh3,Imp,Nup37
boca,CG34116,CG31088,Cdc2rk,CG11236,NA,NA,Or63a,Osi24,CG43288,CG12009,YT521-B,Phax,Tengl3,IntS4,Or63a
BOD1,CG34176,CG31131,Cdc37,CG11241,NA,NA,Or98a,Peritrophin-15a,CG4375,CG12018,NA,PHGPx,thr,Ir21a,Os-C
boil,CG34184,CG31207,cDIP,CG11257,NA,NA,Oseg2,Pex6,CG43935,CG12024,NA,Pof,Tret1-1,Ir64a,Oseg4
bor,CG34201,CG31235,CDK2AP1,CG11275,NA,NA,Pal1,PH4alphaNE3,CG44153,CG12057,NA,pon,trv,Ir76a,otu
bora,CG34204,CG31268,Cdk4,CG11294,NA,NA,par-6,PH4alphaSG2,CG4585,CG12065,NA,ppk17,tsh,jeb,ox
borr,CG34205,CG31286,Cdk5,CG11298,NA,NA,park,PIP82,CG46301,CG12075,NA,ppk25,ubl,jim,p-cup
bowl,CG34214,CG31418,Cdk5alpha,CG11321,NA,NA,Pex11,pk,CG4661,CG12111,NA,PPP1R15,usp,Jon99Cii,papi
brat,CG34217,CG31493,cdm,CG11327,NA,NA,Pfdn6,Pkc53E,CG4701,CG12116,NA,PPYR1,VhaM9.7-d,Kaz1-ORFB,pelo
Brf,CG34223,CG31560,ced-6,CG11333,NA,NA,PHGPx,pon,CG4744,CG12123,NA,Pxt,vnd,l(1)G0196,PGAP3
Brms1,CG34224,CG31609,CenG1A,CG11342,NA,NA,PI31,PpD6,CG5024,CG12129,NA,qkr58E-3,NA,l(2)35Be,PGRP-LD
Bro,CG34259,CG31650,cer,CG11345,NA,NA,pio,Pph13,CG5071,CG12177,NA,retn,NA,l(2)37Cd,ph-p
bru3,CG34266,CG31677,Cerk,CG11349,NA,NA,pk,ppk25,CG5103,CG1218,NA,Rpb5,NA,Lst,Phax
brv1,CG34268,CG31690,CG10019,CG11353,NA,NA,ple,PPP1R15,CG5142,CG12184,NA,Rpi,NA,mag,PHGPx
bsf,CG34291,CG31750,CG10026,CG11356,NA,NA,Pmm45A,Ppt2,CG5290,CG12206,NA,RpL29,NA,Mcm6,Pi3K21B
Bsg,CG34298,CG31787,CG10029,CG11369,NA,NA,Pof,PQBP1,CG5565,CG12259,NA,RpS15Aa,NA,MCTS1,piwi
Bsg25A,CG34393,CG31813,CG10031,CG11373,NA,NA,Ppat-Dpck,Prosbeta4,CG5597,CG12288,NA,RpS28a,NA,Miga,Pk34A
bsh,CG34448,CG31950,CG10075,CG11379,NA,NA,ppk29,psq,CG5755,CG12321,NA,RYa-R,NA,mil,PlexA
Btk29A,CG3598,CG31975,CG10082,CG1138,NA,NA,Psn,qkr58E-3,CG6154,CG12333,NA,Set1,NA,mRpL42,Pof
btv,CG3906,CG32199,CG10096,CG11381,NA,NA,Pxd,Rab1,CG6435,CG12395,NA,sisA,NA,mTerf3,ppk29
btz,CG40813,CG32267,CG10098,CG11391,NA,NA,Rap2l,rad50,CG6550,CG12464,NA,Smyd4-3,NA,mts,psidin
Bub3,CG41106,CG32269,CG10103,CG11400,NA,NA,Rcd4,retn,CG6613,CG12496,NA,sna,NA,Myc,qkr58E-2
bug,CG4116,CG32270,CG10131,CG11413,NA,NA,Reep1,RhoU,CG6852,CG12498,NA,sut4,NA,Nckx30C,rdgB
BuGZ,CG4194,CG32376,CG10132,CG1143,NA,NA,Reg-2,rk,CG6927,CG12535,NA,T3dh,NA,ND-19,retn
bwa,CG42231,CG32395,CG10139,CG11453,NA,NA,Reg-5,RN-tre,CG7024,CG12539,NA,Tango6,NA,ND-24,Rlip
Bx42,CG42264,CG32413,CG10166,CG11459,NA,NA,REPTOR-BP,Rpi,CG7094,CG12540,NA,tbrd-2,NA,ND-ASHI,robo1
c-cup,CG42367,CG32459,CG10189,CG11470,NA,NA,rho-4,RpL26,CG7183,CG12576,NA,Teh3,NA,Nep1,Rpb12
c12.1,CG42544,CG32563,CG10194,CG11474,NA,NA,RhoGDI,RpLP2,CG7311,CG12637,NA,thr,NA,Nle,RpL29
C15,CG42568,CG3267,CG10209,CG11504,NA,NA,robo1,RpS14b,CG7637,CG12661,NA,TwdlX,NA,nop5,RpS15Aa
C1GalTA,CG4271,CG32700,CG10211,CG11581,NA,NA,robo2,RpS15Aa,CG7685,CG12680,NA,twe,NA,Nost,S6k
C901,CG42789,CG32816,CG10257,CG11584,NA,NA,Rpb5,RpS28a,CG7708,CG12682,NA,Ubc2,NA,Not11,sbr
ca,CG42823,CG32845,CG10286,CG11585,NA,NA,RpL13,RYa-R,CG7716,CG12684,NA,usp,NA,Or63a,sca
CaBP1,CG42851,CG32983,CG10306,CG11594,NA,NA,RpS15Aa,sala,CG7747,CG12692,NA,vg,NA,Os-C,sgll
cact,CG43052,CG33090,CG10333,CG11619,NA,NA,RpS16,sesB,CG7763,CG12693,NA,Vha100-3,NA,otu,sisA
Cad96Cb,CG43244,CG33129,CG10337,CG11634,NA,NA,RpS7,shams,CG7813,CG12698,NA,Vha68-3,NA,ox,slx1
CadN,CG43376,CG33213,CG10338,CG11635,NA,NA,sca,sing,CG7907,CG12717,NA,wcd,NA,p-cup,SmF
Cadps,CG43666,CG33299,CG10347,CG11674,NA,NA,scat,sisA,CG8192,CG12729,NA,xmas-1,NA,PGAP3,Smyd5
Caf1-180,CG43668,CG33453,CG10352,CG11796,NA,NA,sel,Socs36E,CG8197,CG12730,NA,NA,NA,ph-p,sna
cal1,CG44245,CG33465,CG10353,CG11815,NA,NA,seq,sut4,CG8258,CG12746,NA,NA,NA,PHGPx,ss
CalpA,CG44405,CG33475,CG10413,CG11816,NA,NA,sgl,swif,CG8646,CG1275,NA,NA,NA,Pk34A,stj
cana,CG4763,CG33476,CG10417,CG11828,NA,NA,sgll,Syn1,CG8838,CG12822,NA,NA,NA,Pkc98E,sut4
Cand1,CG4815,CG33483,CG10420,CG11841,NA,NA,shrb,Syt14,CG8892,CG12826,NA,NA,NA,Pof,Syn1
Cap-D2,CG4891,CG33514,CG10424,CG11854,NA,NA,SLC5A11,T3dh,CG8993,CG12877,NA,NA,NA,ppk25,Teh3
Cap-D3,CG5079,CG33557,CG10425,CG11865,NA,NA,slx1,TAF1C-like,CG9101,CG12909,NA,NA,NA,ppk29,Tengl3
Cap-G,CG5084,CG33626,CG10444,CG11880,NA,NA,SmD2,Tb,CG9147,CG12923,NA,NA,NA,PPYR1,tsh
CapaR,CG5188,CG33627,CG10445,CG11898,NA,NA,SmF,Tengl3,CG9304,CG12990,NA,NA,NA,Proc-R,Tsp42Ep
Caper,CG5246,CG33640,CG10459,CG11911,NA,NA,Smyd5,thr,CG9451,CG12992,NA,NA,NA,prod,Ttc19
Capr,CG5254,CG33723,CG10463,CG11912,NA,NA,Snapin,TM4SF,CG9702,CG12998,NA,NA,NA,psidin,TwdlX
capt,CG5665,CG33757,CG10467,CG11929,NA,NA,Snx6,Tom20,CG9945,CG13003,NA,NA,NA,Rcd4,Uch
capu,CG5674,CG33772,CG10477,CG12009,NA,NA,SoxN,twz,CG9962,CG13008,NA,NA,NA,retn,usp
cas,CG5860,CG33773,CG10492,CG12011,NA,NA,Spf45,ubl,CLIP-190,CG13010,NA,NA,NA,RhoGDI,Vha68-3
casp,CG5934,CG33798,CG10514,CG12014,NA,NA,spz4,Uch,cmpy,CG13014,NA,NA,NA,robo1,wap
Cat,CG5984,CG33919,CG10527,CG12024,NA,NA,squ,usp,corolla,CG13021,NA,NA,NA,Rpb5,wun2
cathD,CG5987,CG33927,CG10560,CG12035,NA,NA,Srp19,Vha100-3,Cortactin,CG13113,NA,NA,NA,Rpi,ytr
cato,CG6201,CG33958,CG10561,CG12069,NA,NA,swm,wcd,COX8,CG13114,NA,NA,NA,RpL36,NA
Catsup,CG6324,CG34025,CG10576,CG12075,NA,NA,Syn1,wor,Cp7Fa,CG13155,NA,NA,NA,RpS15Aa,NA
cbs,CG6592,CG34030,CG10602,CG12078,NA,NA,Tab2,NA,Cpr100A,CG13186,NA,NA,NA,S-Lap8,NA
cbt,CG6885,CG34038,CG10621,CG12111,NA,NA,Taf13,NA,Cpr31A,CG13216,NA,NA,NA,S6k,NA
CCAP-R,CG7017,CG34040,CG10623,CG12112,NA,NA,TBC1D16,NA,Cpr47Ee,CG13217,NA,NA,NA,seq,NA
CCDC53,CG7126,CG34051,CG10631,CG12116,NA,NA,TBC1D5,NA,Cpr49Aa,CG13228,NA,NA,NA,sgll,NA
CCHa1-R,CG7166,CG34113,CG10639,CG12126,NA,NA,Tbp,NA,Cpr51A,CG13245,NA,NA,NA,sisA,NA
CCHa2-R,CG7330,CG34140,CG10650,CG12134,NA,NA,Tdc1,NA,Cpr62Bc,CG13252,NA,NA,NA,slv,NA
Ccp84Ab,CG7646,CG34159,CG10730,CG12163,NA,NA,Teh3,NA,Cul1,CG13284,NA,NA,NA,Smyd4-3,NA
Ccp84Ac,CG7786,CG34176,CG1077,CG12164,NA,NA,Tsp42Ei,NA,Cwc25,CG13299,NA,NA,NA,Smyd5,NA
Ccp84Ad,CG7829,CG34184,CG10799,CG1218,NA,NA,Tsp42Eo,NA,Cyp4ae1,CG13321,NA,NA,NA,spin,NA
Ccp84Ae,CG8046,CG34201,CG10802,CG12206,NA,NA,Tsp42Ep,NA,Cyp4d14,CG13367,NA,NA,NA,Spn42Db,NA
Ccp84Af,CG8541,CG34204,CG10834,CG12209,NA,NA,tutl,NA,D2hgdh,CG13369,NA,NA,NA,squ,NA
Ccp84Ag,CG8617,CG34205,CG10853,CG12278,NA,NA,TyrRII,NA,DCP1,CG13397,NA,NA,NA,St4,NA
Ccs,CG8629,CG34214,CG10863,CG12288,NA,NA,Uch,NA,Det,CG13526,NA,NA,NA,stj,NA
Cct1,CG8908,CG34223,CG10874,CG12299,NA,NA,Ugt58Fa,NA,Dic4,CG1354,NA,NA,NA,Taf13,NA
Cctgamma,CG8960,CG34224,CG10889,CG12307,NA,NA,unc-5,NA,dj,CG13541,NA,NA,NA,Tbh,NA
CD98hc,CG9164,CG34253,CG1090,CG12309,NA,NA,Urm1,NA,Dot,CG13562,NA,NA,NA,Tbp,NA
Cda9,CG9168,CG34259,CG10912,CG12321,NA,NA,VGlut,NA,Drep3,CG13564,NA,NA,NA,Tdc1,NA
cdc14,CG9287,CG34266,CG10914,CG12333,NA,NA,VhaAC39-1,NA,dUTPase,CG13658,NA,NA,NA,Teh3,NA
Cdc2rk,CG9368,CG34268,CG10916,CG12374,NA,NA,Vps2,NA,E(spl)m8-HLH,CG1368,NA,NA,NA,tutl,NA
Cdc37,CG9629,CG34282,CG10924,CG12376,NA,NA,Vps24,NA,E23,CG13693,NA,NA,NA,TwdlX,NA
cDIP,CG9997,CG34291,CG10927,CG1239,NA,NA,Vps25,NA,ena,CG1371,NA,NA,NA,TyrRII,NA
Cdk1,CheB53a,CG34298,CG10932,CG12391,NA,NA,wap,NA,fd96Cb,CG13722,NA,NA,NA,Upf1,NA
Cdk4,ckn,CG34354,CG10933,CG12395,NA,NA,Wnt2,NA,fln,CG13741,NA,NA,NA,usp,NA
Cdk5,CNMa,CG34448,CG10936,CG12398,NA,NA,wus,NA,FRG1,CG13759,NA,NA,NA,Vha68-3,NA
Cdlc2,cola,CG3499,CG10939,CG12438,NA,NA,xmas-1,NA,frma,CG13773,NA,NA,NA,Vps2,NA
cdm,Cpr23B,CG3598,CG11000,CG12448,NA,NA,yellow-g2,NA,fs(1)N,CG1387,NA,NA,NA,Vps24,NA
CecA2,Cpr30F,CG3663,CG11007,CG12464,NA,NA,YT521-B,NA,fz3,CG13900,NA,NA,NA,vri,NA
CecB,Cpr47Ed,CG3719,CG11037,CG12477,NA,NA,zen,NA,Gadd45,CG13902,NA,NA,NA,wap,NA
ced-6,Cpr64Aa,CG3732,CG11041,CG12480,NA,NA,Zip42C.1,NA,gammaSnap1,CG13917,NA,NA,NA,yin,NA
CenG1A,Cpr64Ac,CG3815,CG11044,CG12481,NA,NA,NA,NA,Gas8,CG13924,NA,NA,NA,YT521-B,NA
cep290,Cpr65Eb,CG3906,CG1105,CG12493,NA,NA,NA,NA,GEFmeso,CG13926,NA,NA,NA,Zip42C.1,NA
Cep89,Cpr76Ba,CG4009,CG11070,CG12496,NA,NA,NA,NA,Glo1,CG13972,NA,NA,NA,NA,NA
cer,Cpr76Bc,CG4065,CG11073,CG12498,NA,NA,NA,NA,Gmer,CG13998,NA,NA,NA,NA,NA
Cerk,Cyp318a1,CG40813,CG11076,CG12516,NA,NA,NA,NA,godzilla,CG14005,NA,NA,NA,NA,NA
CG10026,cyp33,CG41106,CG11077,CG12535,NA,NA,NA,NA,Gpo-1,CG14043,NA,NA,NA,NA,NA
CG10029,d,CG4116,CG11085,CG12538,NA,NA,NA,NA,Gr10a,CG14053,NA,NA,NA,NA,NA
CG10031,dmrt11E,CG4194,CG11113,CG12539,NA,NA,NA,NA,Gr43a,CG14072,NA,NA,NA,NA,NA
CG10051,drl,CG42231,CG11122,CG12540,NA,NA,NA,NA,gsb,CG14073,NA,NA,NA,NA,NA
CG10063,ds,CG42264,CG11123,CG12576,NA,NA,NA,NA,Hakai,CG14103,NA,NA,NA,NA,NA
CG10064,Dup99B,CG42269,CG11137,CG12607,NA,NA,NA,NA,He,CG1416,NA,NA,NA,NA,NA
CG10068,E(spl)m2-BFM,CG42367,CG11158,CG12620,NA,NA,NA,NA,Ih,CG14182,NA,NA,NA,NA,NA
CG10073,EbpII,CG42544,CG11168,CG12637,NA,NA,NA,NA,Ir21a,CG14247,NA,NA,NA,NA,NA
CG10075,EcR,CG42568,CG11190,CG12661,NA,NA,NA,NA,Ir52a,CG14309,NA,NA,NA,NA,NA
CG10077,Edg84A,CG4271,CG11200,CG12674,NA,NA,NA,NA,Ir76a,CG14313,NA,NA,NA,NA,NA
CG10082,Ets65A,CG42789,CG11208,CG12680,NA,NA,NA,NA,Ir76b,CG14322,NA,NA,NA,NA,NA
CG10096,f,CG42851,CG11211,CG12682,NA,NA,NA,NA,jeb,CG14330,NA,NA,NA,NA,NA
CG10098,fd96Cb,CG43052,CG11221,CG12684,NA,NA,NA,NA,Jon44E,CG1434,NA,NA,NA,NA,NA
CG10103,fit,CG43244,CG11241,CG12692,NA,NA,NA,NA,Klp59C,CG14407,NA,NA,NA,NA,NA
CG10104,ft,CG43376,CG11247,CG12693,NA,NA,NA,NA,koko,CG14411,NA,NA,NA,NA,NA
CG10131,ftz,CG43666,CG11275,CG12698,NA,NA,NA,NA,l(3)04053,CG14478,NA,NA,NA,NA,NA
CG10139,fzy,CG43668,CG11317,CG12716,NA,NA,NA,NA,lobo,CG14527,NA,NA,NA,NA,NA
CG10151,Gmer,CG4409,CG11319,CG12717,NA,NA,NA,NA,Lsm10,CG14613,NA,NA,NA,NA,NA
CG10166,GMF,CG44245,CG11353,CG12723,NA,NA,NA,NA,MED16,CG14615,NA,NA,NA,NA,NA
CG10189,Gr10b,CG44405,CG11356,CG12729,NA,NA,NA,NA,MED31,CG14628,NA,NA,NA,NA,NA
CG10194,Gr22a,CG4741,CG11357,CG1273,NA,NA,NA,NA,Mesh1,CG14629,NA,NA,NA,NA,NA
CG10202,Gr22e,CG4744,CG11381,CG12730,NA,NA,NA,NA,mRpL42,CG14630,NA,NA,NA,NA,NA
CG10209,Gr28a,CG4763,CG11399,CG12736,NA,NA,NA,NA,Mtr3,CG1468,NA,NA,NA,NA,NA
CG10211,Gr2a,CG4788,CG1142,CG12746,NA,NA,NA,NA,Mul1,CG14787,NA,NA,NA,NA,NA
CG10237,Gr32a,CG4815,CG1143,CG1275,NA,NA,NA,NA,Mys45A,CG14814,NA,NA,NA,NA,NA
CG10280,Gr36a,CG4854,CG11444,CG12782,NA,NA,NA,NA,ND-20L,CG14818,NA,NA,NA,NA,NA
CG10286,Gr36c,CG4891,CG11453,CG12783,NA,NA,NA,NA,ND-49L,CG14882,NA,NA,NA,NA,NA
CG10298,Gr43a,CG5071,CG11454,CG12826,NA,NA,NA,NA,ND-ACP,CG14891,NA,NA,NA,NA,NA
CG10306,Gr47a,CG5079,CG11470,CG12828,NA,NA,NA,NA,Nha1,CG14893,NA,NA,NA,NA,NA
CG10317,Gr57a,CG5112,CG11474,CG12831,NA,NA,NA,NA,nht,CG14894,NA,NA,NA,NA,NA
CG10332,Gr58b,CG5116,CG11504,CG12836,NA,NA,NA,NA,Nle,CG14957,NA,NA,NA,NA,NA
CG10333,Gr59a,CG5126,CG11555,CG12857,NA,NA,NA,NA,Ns1,CG14960,NA,NA,NA,NA,NA
CG10337,Gr59b,CG5147,CG11577,CG12860,NA,NA,NA,NA,Nup43,CG14989,NA,NA,NA,NA,NA
CG10338,Gr59c,CG5290,CG11581,CG12861,NA,NA,NA,NA,Or63a,CG14997,NA,NA,NA,NA,NA
CG10341,Gr59d,CG5439,CG11593,CG12862,NA,NA,NA,NA,Os-C,CG15014,NA,NA,NA,NA,NA
CG10343,Gr64b,CG5590,CG11594,CG12866,NA,NA,NA,NA,Osi24,CG15027,NA,NA,NA,NA,NA
CG10347,Gr64c,CG5665,CG11601,CG1287,NA,NA,NA,NA,Ote,CG15034,NA,NA,NA,NA,NA
CG10352,Gr64d,CG5815,CG1161,CG12877,NA,NA,NA,NA,otu,CG15073,NA,NA,NA,NA,NA
CG10353,Gr97a,CG5860,CG11617,CG1288,NA,NA,NA,NA,p-cup,CG15084,NA,NA,NA,NA,NA
CG10362,Gr98a,CG6180,CG11619,CG12911,NA,NA,NA,NA,Peritrophin-15a,CG15093,NA,NA,NA,NA,NA
CG10384,Gsc,CG6324,CG11635,CG12914,NA,NA,NA,NA,pgc,CG15152,NA,NA,NA,NA,NA
CG10413,halo,CG6523,CG11665,CG12920,NA,NA,NA,NA,PHGPx,CG15172,NA,NA,NA,NA,NA
CG10417,HBS1,CG6543,CG11699,CG12942,NA,NA,NA,NA,PI31,CG15196,NA,NA,NA,NA,NA
CG10420,Hey,CG6550,CG1172,CG12963,NA,NA,NA,NA,Pof,CG15198,NA,NA,NA,NA,NA
CG10424,Ih,CG6592,CG11752,CG12964,NA,NA,NA,NA,POLDIP2,CG15200,NA,NA,NA,NA,NA
CG10425,inaF-C,CG6613,CG11756,CG12970,NA,NA,NA,NA,Ppi1,CG15203,NA,NA,NA,NA,NA
CG10428,intr,CG6852,CG11777,CG12971,NA,NA,NA,NA,ppk17,CG15208,NA,NA,NA,NA,NA
CG10444,Ir21a,CG6885,CG11781,CG12983,NA,NA,NA,NA,ppk25,CG15209,NA,NA,NA,NA,NA
CG10462,Ir47a,CG7017,CG11790,CG12992,NA,NA,NA,NA,ppk29,CG15210,NA,NA,NA,NA,NA
CG10463,Ir48c,CG7079,CG11807,CG12994,NA,NA,NA,NA,PPYR1,CG15212,NA,NA,NA,NA,NA
CG10466,Ir52d,CG7102,CG11828,CG12995,NA,NA,NA,NA,pre-mod(mdg4)-Y,CG15237,NA,NA,NA,NA,NA
CG10467,Ir56c,CG7126,CG11839,CG12998,NA,NA,NA,NA,Prip,CG15269,NA,NA,NA,NA,NA
CG10470,Ir56d,CG7130,CG11851,CG13008,NA,NA,NA,NA,Prosalpha1,CG15283,NA,NA,NA,NA,NA
CG10472,Ir67c,CG7133,CG11852,CG13010,NA,NA,NA,NA,Prosalpha3,CG15296,NA,NA,NA,NA,NA
CG10477,Ir76b,CG7166,CG11857,CG13021,NA,NA,NA,NA,ProtB,CG15330,NA,NA,NA,NA,NA
CG10481,Ir7a,CG7183,CG11883,CG13078,NA,NA,NA,NA,prtp,CG15333,NA,NA,NA,NA,NA
CG10486,kune,CG7227,CG11885,CG13081,NA,NA,NA,NA,psidin,CG15337,NA,NA,NA,NA,NA
CG10510,l(2)34Fc,CG7277,CG11892,CG13082,NA,NA,NA,NA,qkr58E-3,CG15347,NA,NA,NA,NA,NA
CG10513,l(3)mbn,CG7330,CG11899,CG13083,NA,NA,NA,NA,rad,CG15356,NA,NA,NA,NA,NA
CG10514,Lcp65Ad,CG7601,CG11911,CG13084,NA,NA,NA,NA,Rcd1,CG15362,NA,NA,NA,NA,NA
CG10527,lectin-21Ca,CG7685,CG11912,CG13096,NA,NA,NA,NA,Rcd7,CG15368,NA,NA,NA,NA,NA
CG10561,lectin-21Cb,CG7747,CG11961,CG13097,NA,NA,NA,NA,Reep1,CG15375,NA,NA,NA,NA,NA
CG10576,lectin-30A,CG7763,CG12006,CG1311,NA,NA,NA,NA,Ref1,CG15387,NA,NA,NA,NA,NA
CG10584,MED17,CG8046,CG12007,CG13110,NA,NA,NA,NA,Rep,CG15425,NA,NA,NA,NA,NA
CG10591,mei-W68,CG8249,CG12011,CG13113,NA,NA,NA,NA,retn,CG15432,NA,NA,NA,NA,NA
CG10602,miple2,CG8258,CG12024,CG13114,NA,NA,NA,NA,RfC38,CG15465,NA,NA,NA,NA,NA
CG10621,mTerf3,CG8331,CG12025,CG13127,NA,NA,NA,NA,rgr,CG15472,NA,NA,NA,NA,NA
CG10623,mthl13,CG8541,CG12071,CG13131,NA,NA,NA,NA,rha,CG15529,NA,NA,NA,NA,NA
CG10639,mTTF,CG8629,CG12075,CG13148,NA,NA,NA,NA,Rint1,CG15543,NA,NA,NA,NA,NA
